name,address,rating,lat,lon,maps_link,google_maps_link
Waste Warriors Swachhta Kendra (Harrawala),"Harrawala, near Lakshmansidh Mandir, Dehradun, Uttarakhand 248005, India",4.5,30.252698199999998,78.0910351,,"https://www.google.com/maps?q=30.252698199999998,78.0910351"
Dev Bhoomi Recycling Pvt Ltd,"Sahastradhara Rd, near IT Park, Doon IT Park, Govind Vihar, Dehradun, Danda Dhoran, Uttarakhand 248001, India",4.8,30.357765699999998,78.08736259999999,,"https://www.google.com/maps?q=30.357765699999998,78.08736259999999"
Farman Car Scrap,"46/37, near hotel Tirupati, East Rest Camp, Chander Nagar, Race Course, Dehradun, Uttarakhand 248001, India",4.7,30.3112508,78.04510189999999,,"https://www.google.com/maps?q=30.3112508,78.04510189999999"
City Scrap Buyers & Dealers Pvt Ltd,"Shop No. 2 Tarla Adhoiwala, Raipur Rd, Dehradun, Uttarakhand 248001, India",5.0,30.290093,78.0954043,,"https://www.google.com/maps?q=30.290093,78.0954043"
Waste Warriors Segregation Station,"Waste Warriors Segregation Station B Block, Lane No. 1, near Aman Luxury Apartment, Aman Vihar, Dehradun, Uttarakhand 248001, India",,30.3505486,78.0746715,,"https://www.google.com/maps?q=30.3505486,78.0746715"
R.O sales and service,"Shyampur, Thakurpur Rd, Prem Nagar, Uttarakhand 248007, India",,30.3341055,77.9506924,,"https://www.google.com/maps?q=30.3341055,77.9506924"
